seqnames,strand,position,sampleName,refGenome
chr3,-,115749453,D28 - CR_PRtd,hg38
chr13,+,71277188,D28 - CR_PRtd,hg38
chr14,+,35109106,D28 - CR_PRtd,hg38
chr4,+,69756536,D28 - CR_PRtd,hg38
chr7,-,111233528,D28 - CR_PRtd,hg38
chr4,-,113736696,D28 - CR_PRtd,hg38
chrX,-,124841730,D28 - CR_PRtd,hg38
chr2,-,151802805,D28 - CR_PRtd,hg38
chr19,+,1213642,D28 - CR_PRtd,hg38
chr17,-,59074936,D28 - CR_PRtd,hg38
chr12,-,89684195,D28 - CR_PRtd,hg38
chr3,-,181841802,D28 - CR_PRtd,hg38
chr16,+,28620486,D28 - CR_PRtd,hg38
chr14,+,70975622,D28 - CR_PRtd,hg38
chr6,-,31483855,D28 - CR_PRtd,hg38
chr1,+,156181170,D28 - CR_PRtd,hg38
chr6,+,5678910,D28 - CR_PRtd,hg38
chr19,+,2946693,D28 - CR_PRtd,hg38
chr11,+,130228400,D28 - CR_PRtd,hg38
chr12,-,53474770,D28 - CR_PRtd,hg38
chr4,-,42601817,D28 - CR_PRtd,hg38
chr8,-,123810056,D28 - CR_PRtd,hg38
chr10,-,49910715,D28 - CR_PRtd,hg38
chr11,-,61868268,D28 - CR_PRtd,hg38
chr10,+,26990250,D28 - CR_PRtd,hg38
chr19,-,904755,D28 - CR_PRtd,hg38
chr15,+,56987662,D28 - CR_PRtd,hg38
chrX,-,135527995,D28 - CR_PRtd,hg38
chr11,-,963745,D28 - CR_PRtd,hg38
chr18,-,51124564,D28 - CR_PRtd,hg38
chr11,-,102055953,D28 - CR_PRtd,hg38
chr6,+,43207419,D28 - CR_PRtd,hg38
chr13,+,31877588,D28 - CR_PRtd,hg38
chr11,-,18492760,D28 - CR_PRtd,hg38
chr16,-,30276691,D28 - CR_PRtd,hg38
chr1,+,28240432,D28 - CR_PRtd,hg38
chr13,-,99714943,D28 - CR_PRtd,hg38
chr12,+,71659771,D28 - CR_PRtd,hg38
chr7,+,76012098,D28 - CR_PRtd,hg38
chr11,-,47081034,D28 - CR_PRtd,hg38
chr19,+,17815980,D28 - CR_PRtd,hg38
chr17,-,82404360,D28 - CR_PRtd,hg38
chr10,-,78722864,D28 - CR_PRtd,hg38
chr3,+,102227372,D28 - CR_PRtd,hg38
chr11,+,62421538,D28 - CR_PRtd,hg38
chr13,+,79558617,D28 - CR_PRtd,hg38
chr17,+,35628417,D28 - CR_PRtd,hg38
chr15,+,26370196,D28 - CR_PRtd,hg38
chr6,-,13663406,D28 - CR_PRtd,hg38
chr10,+,101417125,D28 - CR_PRtd,hg38
chr20,-,35709242,D28 - CR_PRtd,hg38
chr19,-,9630779,D28 - CR_PRtd,hg38
chr15,+,28170296,D28 - CR_PRtd,hg38
chr1,-,39346904,D28 - CR_PRtd,hg38
chr5,-,50799477,D28 - CR_PRtd,hg38
chr2,+,33179025,D28 - CR_PRtd,hg38
chr3,-,72612192,D28 - CR_PRtd,hg38
chr21,+,33005812,D28 - CR_PRtd,hg38
chrY,+,11122183,D28 - CR_PRtd,hg38
chr7,-,150519700,D28 - CR_PRtd,hg38
chr10,+,102341006,D28 - CR_PRtd,hg38
chr11,+,38847062,D28 - CR_PRtd,hg38
chr17,-,22227358,D28 - CR_PRtd,hg38
chr12,+,122510150,D28 - CR_PRtd,hg38
chr2,+,37814980,D28 - CR_PRtd,hg38
chr5,-,50721112,D28 - CR_PRtd,hg38
chr6,-,145654382,D28 - CR_PRtd,hg38
chr22,-,50379411,D28 - CR_PRtd,hg38
chr3,-,136161144,D28 - CR_PRtd,hg38
chr9,+,131198193,D28 - CR_PRtd,hg38
chr4,+,77743794,D28 - CR_PRtd,hg38
chr17,-,81292365,D28 - CR_PRtd,hg38
chr17,+,75160398,D28 - CR_PRtd,hg38
chr8,+,32903081,D28 - CR_PRtd,hg38
chr1,-,174273231,D28 - CR_PRtd,hg38
chr5,-,37228095,D28 - CR_PRtd,hg38
chr19,-,1273070,D28 - CR_PRtd,hg38
chr19,+,57637457,D28 - CR_PRtd,hg38
chr1,-,45369932,D28 - CR_PRtd,hg38
chr18,+,42020564,D28 - CR_PRtd,hg38
chr4,-,181266702,D28 - CR_PRtd,hg38
chr17,-,4217077,D28 - CR_PRtd,hg38
chr11,+,12137768,D28 - CR_PRtd,hg38
chr18,-,64114831,D28 - CR_PRtd,hg38
chr14,-,33850268,D28 - CR_PRtd,hg38
chr1,+,205767670,D28 - CR_PRtd,hg38
chr20,-,42230664,D28 - CR_PRtd,hg38
chr13,-,28176659,D28 - CR_PRtd,hg38
chr2,-,208167730,D28 - CR_PRtd,hg38
chr11,+,65348884,D28 - CR_PRtd,hg38
chr9,+,132849054,D28 - CR_PRtd,hg38
chr8,+,30829618,D28 - CR_PRtd,hg38
chr5,-,21940208,D28 - CR_PRtd,hg38
chr15,+,63772065,D28 - CR_PRtd,hg38
chr12,-,6877392,D28 - CR_PRtd,hg38
chr11,+,123892678,D28 - CR_PRtd,hg38
chr12,+,116181122,D28 - CR_PRtd,hg38
chr5,+,53610042,D28 - CR_PRtd,hg38
chr18,-,44494898,D28 - CR_PRtd,hg38
chr19,+,9241563,D28 - CR_PRtd,hg38
chrX,-,23925033,D28 - CR_PRtd,hg38
chr4,-,37681748,D28 - CR_PRtd,hg38
chr18,-,21045146,D28 - CR_PRtd,hg38
chr15,-,50517252,D28 - CR_PRtd,hg38
chr17,-,77967384,D28 - CR_PRtd,hg38
chr2,-,38493660,D28 - CR_PRtd,hg38
chr16,-,2765345,D28 - CR_PRtd,hg38
chr3,+,114268598,D28 - CR_PRtd,hg38
chr6,-,43565381,D28 - CR_PRtd,hg38
chr2,-,120939125,D28 - CR_PRtd,hg38
chr5,+,53646434,D28 - CR_PRtd,hg38
chr5,+,108346876,D28 - CR_PRtd,hg38
chr6,-,63642748,D28 - CR_PRtd,hg38
chr14,-,100257608,D28 - CR_PRtd,hg38
chr1,+,240781383,D28 - CR_PRtd,hg38
chr17,+,78754133,D28 - CR_PRtd,hg38
chrX,-,19962242,D28 - CR_PRtd,hg38
chr3,-,113759251,D28 - CR_PRtd,hg38
chr8,-,100935897,D28 - CR_PRtd,hg38
chr3,-,49994566,D28 - CR_PRtd,hg38
chr16,+,18898301,D28 - CR_PRtd,hg38
chr12,-,16354650,D28 - CR_PRtd,hg38
chr2,-,102765919,D28 - CR_PRtd,hg38
chr3,-,183881724,D28 - CR_PRtd,hg38
chr20,-,51439800,D28 - CR_PRtd,hg38
chr7,-,96686232,D28 - CR_PRtd,hg38
chr17,-,2127693,D28 - CR_PRtd,hg38
chr19,+,51434560,D28 - CR_PRtd,hg38
chr1,-,68252338,D28 - CR_PRtd,hg38
chr1,+,1827648,D28 - CR_PRtd,hg38
chr13,+,72973168,D28 - CR_PRtd,hg38
chrX,+,129891704,D28 - CR_PRtd,hg38
chr3,+,23951709,D28 - CR_PRtd,hg38
chr2,+,11478667,D28 - CR_PRtd,hg38
chr3,-,129434308,D28 - CR_PRtd,hg38
chr4,-,7889924,D28 - CR_PRtd,hg38
chr19,-,27413375,D28 - CR_PRtd,hg38
chr14,-,31615366,D28 - CR_PRtd,hg38
chr19,-,22276333,D28 - CR_PRtd,hg38
chr20,-,19501733,D28 - CR_PRtd,hg38
chr8,-,65828259,D28 - CR_PRtd,hg38
chr13,-,114273317,D28 - CR_PRtd,hg38
chr7,+,64695968,D28 - CR_PRtd,hg38
chr8,-,144750277,D28 - CR_PRtd,hg38
chr22,-,21581593,D28 - CR_PRtd,hg38
chr1,+,156593477,D28 - CR_PRtd,hg38
chr14,+,71017047,D28 - CR_PRtd,hg38
chr13,-,102790407,D28 - CR_PRtd,hg38
chr8,-,115077778,D28 - CR_PRtd,hg38
chr7,-,103316187,D28 - CR_PRtd,hg38
chr12,-,7850615,D28 - CR_PRtd,hg38
chr7,-,24634503,D28 - CR_PRtd,hg38
chr4,-,186152905,D28 - CR_PRtd,hg38
chr17,+,4345594,D28 - CR_PRtd,hg38
chr1,-,33004827,D28 - CR_PRtd,hg38
chr16,+,88946709,D28 - CR_PRtd,hg38
chr1,-,38567146,D28 - CR_PRtd,hg38
chr2,-,53918539,D28 - CR_PRtd,hg38
chr3,+,82240781,D28 - CR_PRtd,hg38
chr12,-,53153771,D28 - CR_PRtd,hg38
chr15,-,74864548,D28 - CR_PRtd,hg38
chr19,+,45026683,D28 - CR_PRtd,hg38
chr4,-,125577172,D28 - CR_PRtd,hg38
chr9,+,131795972,D28 - CR_PRtd,hg38
chr11,-,90201779,D28 - CR_PRtd,hg38
chrX,-,84877775,D28 - CR_PRtd,hg38
chr13,+,31148003,D28 - CR_PRtd,hg38
chr19,-,46349305,D28 - CR_PRtd,hg38
chr7,+,105082208,D28 - CR_PRtd,hg38
chr7,-,94520115,D28 - CR_PRtd,hg38
chr10,+,16481901,D28 - CR_PRtd,hg38
chr7,+,75216803,D28 - CR_PRtd,hg38
chr12,+,62360000,D28 - CR_PRtd,hg38
chr14,+,21153719,D28 - CR_PRtd,hg38
chr7,-,30793632,D28 - CR_PRtd,hg38
chr20,-,41074366,D28 - CR_PRtd,hg38
chr4,-,55450611,D28 - CR_PRtd,hg38
chr3,-,49976019,D28 - CR_PRtd,hg38
chr6,-,33253880,D28 - CR_PRtd,hg38
chr2,+,138247744,D28 - CR_PRtd,hg38
chr12,-,4579118,D28 - CR_PRtd,hg38
chr17,+,74557218,D28 - CR_PRtd,hg38
chr14,-,23984472,D28 - CR_PRtd,hg38
chr15,+,90143353,D28 - CR_PRtd,hg38
chr17,-,2636830,D28 - CR_PRtd,hg38
chr4,-,150566835,D28 - CR_PRtd,hg38
chr9,+,136412516,D28 - CR_PRtd,hg38
chr14,-,36622458,D28 - CR_PRtd,hg38
chr4,-,142699903,D28 - CR_PRtd,hg38
chr1,-,236468496,D28 - CR_PRtd,hg38
chr12,+,9883205,D28 - CR_PRtd,hg38
chr9,+,73139247,D28 - CR_PRtd,hg38
chr11,-,130136854,D28 - CR_PRtd,hg38
chr18,+,24563491,D28 - CR_PRtd,hg38
chr9,+,137092979,D28 - CR_PRtd,hg38
chr5,-,149900330,D28 - CR_PRtd,hg38
chr3,+,4728855,D28 - CR_PRtd,hg38
chr12,+,119004111,D28 - CR_PRtd,hg38
chr22,-,40403249,D28 - CR_PRtd,hg38
chr21,+,15768341,D28 - CR_PRtd,hg38
chr9,+,115772635,D28 - CR_PRtd,hg38
chr12,+,49132347,D28 - CR_PRtd,hg38
chr12,-,31149911,D28 - CR_PRtd,hg38
chr7,+,107169257,D28 - CR_PRtd,hg38
chr1,+,206700480,D28 - CR_PRtd,hg38
chr1,+,27254882,D28 - CR_PRtd,hg38
chr19,-,50367662,D28 - CR_PRtd,hg38
chr6,-,103396317,D28 - CR_PRtd,hg38
chr1,-,3846060,D28 - CR_PRtd,hg38
chr9,+,101912045,D28 - CR_PRtd,hg38
chr15,+,97961724,D28 - CR_PRtd,hg38
chr9,+,127157225,D28 - CR_PRtd,hg38
chr20,-,49354483,D28 - CR_PRtd,hg38
chr2,+,63853864,D28 - CR_PRtd,hg38
chr11,-,62723156,D28 - CR_PRtd,hg38
chr9,-,125800972,D28 - CR_PRtd,hg38
chr5,-,90461338,D28 - CR_PRtd,hg38
chr5,+,177168202,D28 - CR_PRtd,hg38
chr17,+,78701274,D28 - CR_PRtd,hg38
chr9,-,24543568,D28 - CR_PRtd,hg38
chr1,+,39362584,D28 - CR_PRtd,hg38
chr3,+,29920795,D28 - CR_PRtd,hg38
chr10,+,21582660,D28 - CR_PRtd,hg38
chrX,+,46458123,D28 - CR_PRtd,hg38
chr1,-,155973609,D28 - CR_PRtd,hg38
chr13,-,29812414,D28 - CR_PRtd,hg38
chr16,+,15879102,D28 - CR_PRtd,hg38
chr20,-,28595822,D28 - CR_PRtd,hg38
chr8,+,144487054,D28 - CR_PRtd,hg38
chr13,-,85788069,D28 - CR_PRtd,hg38
chr4,-,39842552,D28 - CR_PRtd,hg38
chr17,-,63764928,D28 - CR_PRtd,hg38
chr15,+,76939673,D28 - CR_PRtd,hg38
chr5,+,176692054,D28 - CR_PRtd,hg38
chr4,+,173179944,D28 - CR_PRtd,hg38
chr4,+,147711220,D28 - CR_PRtd,hg38
chr15,+,42419037,D28 - CR_PRtd,hg38
chr1,-,197093132,D28 - CR_PRtd,hg38
chr19,-,23073646,D28 - CR_PRtd,hg38
chr3,+,10521826,D28 - CR_PRtd,hg38
chr21,-,39224555,D28 - CR_PRtd,hg38
chr22,+,40282613,D28 - CR_PRtd,hg38
chr2,+,229954389,D28 - CR_PRtd,hg38
chr1,+,215472762,D28 - CR_PRtd,hg38
chr9,+,129367437,D28 - CR_PRtd,hg38
chr5,-,137775923,D28 - CR_PRtd,hg38
chr17,+,7338258,D28 - CR_PRtd,hg38
chr14,+,61520648,D28 - CR_PRtd,hg38
chr8,-,53746899,D28 - CR_PRtd,hg38
chr19,-,48223340,D28 - CR_PRtd,hg38
chr2,-,25245492,D28 - CR_PRtd,hg38
chr8,-,88002353,D28 - CR_PRtd,hg38
chr13,-,28223178,D28 - CR_PRtd,hg38
chr4,-,1695572,D28 - CR_PRtd,hg38
chr8,+,35602534,D28 - CR_PRtd,hg38
chr3,-,119146644,D28 - CR_PRtd,hg38
chr16,+,11117128,D28 - CR_PRtd,hg38
chr13,+,20009810,D28 - CR_PRtd,hg38
chr7,+,46357188,D28 - CR_PRtd,hg38
chr16,-,29417817,D28 - CR_PRtd,hg38
chr11,+,65350424,D28 - CR_PRtd,hg38
chr10,-,67953811,D28 - CR_PRtd,hg38
chr16,+,2076157,D28 - CR_PRtd,hg38
chr11,-,68423436,D28 - CR_PRtd,hg38
chr6,-,43573746,D28 - CR_PRtd,hg38
chr8,+,128645831,D28 - CR_PRtd,hg38
chr13,+,79498684,D28 - CR_PRtd,hg38
chr1,+,156018411,D28 - CR_PRtd,hg38
chr19,-,12307742,D28 - CR_PRtd,hg38
chrX,+,79188068,D28 - CR_PRtd,hg38
chr3,+,32957983,D28 - CR_PRtd,hg38
chr3,-,47758079,D28 - CR_PRtd,hg38
chr2,-,186045088,D28 - CR_PRtd,hg38
chr10,+,117342304,D28 - CR_PRtd,hg38
chr7,-,54800496,D28 - CR_PRtd,hg38
chr7,+,23540282,D28 - CR_PRtd,hg38
chr10,+,96783012,D28 - CR_PRtd,hg38
chr5,-,50683956,D28 - CR_PRtd,hg38
chr2,+,3266792,D28 - CR_PRtd,hg38
chr18,+,20951578,D28 - CR_PRtd,hg38
chr20,+,58318605,D28 - CR_PRtd,hg38
chr16,+,672947,D28 - CR_PRtd,hg38
chr19,+,50035000,D28 - CR_PRtd,hg38
chr12,+,132091843,D28 - CR_PRtd,hg38
chr3,-,123017751,D28 - CR_PRtd,hg38
chr14,+,35558363,D28 - CR_PRtd,hg38
chr5,-,53652974,D28 - CR_PRtd,hg38
chr5,-,150729614,D28 - CR_PRtd,hg38
chr20,-,5575948,D28 - CR_PRtd,hg38
chr5,-,34163174,D28 - CR_PRtd,hg38
chr16,+,30479795,D28 - CR_PRtd,hg38
chr13,+,20060822,D28 - CR_PRtd,hg38
chr17,+,78683161,D28 - CR_PRtd,hg38
chr12,+,3814814,D28 - CR_PRtd,hg38
chr5,-,80516305,D28 - CR_PRtd,hg38
chr19,+,48253022,D28 - CR_PRtd,hg38
chr5,-,41777896,D28 - CR_PRtd,hg38
chrX,-,47842814,D28 - CR_PRtd,hg38
chr16,-,84106980,D28 - CR_PRtd,hg38
chr12,+,121526959,D28 - CR_PRtd,hg38
chr18,-,43662214,D28 - CR_PRtd,hg38
chr6,-,116152765,D28 - CR_PRtd,hg38
chr7,+,639961,D28 - CR_PRtd,hg38
chr1,+,40396552,D28 - CR_PRtd,hg38
chr6,+,98934491,D28 - CR_PRtd,hg38
chr3,+,47648765,D28 - CR_PRtd,hg38
chr16,+,200693,D28 - CR_PRtd,hg38
chr10,-,43446983,D28 - CR_PRtd,hg38
chr16,-,74510899,D28 - CR_PRtd,hg38
chr8,+,143968447,D28 - CR_PRtd,hg38
chr14,-,74775361,D28 - CR_PRtd,hg38
chr17,-,80643351,D28 - CR_PRtd,hg38
chr17,-,7487732,D28 - CR_PRtd,hg38
chr16,-,18773907,D28 - CR_PRtd,hg38
chr16,-,22657015,D28 - CR_PRtd,hg38
chr3,+,4852711,D28 - CR_PRtd,hg38
chr5,-,140304536,D28 - CR_PRtd,hg38
chr17,+,7497096,D28 - CR_PRtd,hg38
chr17,-,8444265,D28 - CR_PRtd,hg38
chr5,+,35820731,D28 - CR_PRtd,hg38
chr6,+,68502427,D28 - CR_PRtd,hg38
chr18,-,36847446,D28 - CR_PRtd,hg38
chr3,+,4411206,D28 - CR_PRtd,hg38
chr4,+,189383337,D28 - CR_PRtd,hg38
chr12,+,96274939,D28 - CR_PRtd,hg38
chr7,-,6598132,D28 - CR_PRtd,hg38
chr4,+,71270281,D28 - CR_PRtd,hg38
chr2,+,64578339,D28 - CR_PRtd,hg38
chr17,+,81863476,D28 - CR_PRtd,hg38
chr11,-,65198165,D28 - CR_PRtd,hg38
chr4,+,37599938,D28 - CR_PRtd,hg38
chr1,+,15530057,D28 - CR_PRtd,hg38
chr6,-,42659135,D28 - CR_PRtd,hg38
chr7,+,50738805,D28 - CR_PRtd,hg38
chr9,-,104114632,D28 - CR_PRtd,hg38
chr17,-,43820085,D28 - CR_PRtd,hg38
chr1,+,58486935,D28 - CR_PRtd,hg38
chr19,-,45689017,D28 - CR_PRtd,hg38
chr3,+,186796880,D28 - CR_PRtd,hg38
chr19,-,14245142,D28 - CR_PRtd,hg38
chr5,-,38949861,D28 - CR_PRtd,hg38
chr14,-,64113159,D28 - CR_PRtd,hg38
chr3,+,65002497,D28 - CR_PRtd,hg38
chr4,+,183682330,D28 - CR_PRtd,hg38
chr7,-,17884700,D28 - CR_PRtd,hg38
chr2,+,215330163,D28 - CR_PRtd,hg38
chr4,-,87441945,D28 - CR_PRtd,hg38
chrX,-,155575621,D28 - CR_PRtd,hg38
chr1,+,223048687,D28 - CR_PRtd,hg38
chr8,+,129917655,D28 - CR_PRtd,hg38
chr18,-,60173313,D28 - CR_PRtd,hg38
chr7,-,105453523,D28 - CR_PRtd,hg38
chr14,-,72925059,D28 - CR_PRtd,hg38
chr16,+,21578443,D28 - CR_PRtd,hg38
chr3,-,135678178,D28 - CR_PRtd,hg38
chr8,+,47373382,D28 - CR_PRtd,hg38
chr21,+,46237241,D28 - CR_PRtd,hg38
chr18,+,41991755,D28 - CR_PRtd,hg38
chr14,+,92835415,D28 - CR_PRtd,hg38
chr6,+,18240546,D28 - CR_PRtd,hg38
chr4,-,67196836,D28 - CR_PRtd,hg38
chr12,+,50427924,D28 - CR_PRtd,hg38
chr2,-,181232352,D28 - CR_PRtd,hg38
chr21,-,14382110,D28 - CR_PRtd,hg38
chr16,-,58724825,D28 - CR_PRtd,hg38
chr2,-,206386463,D28 - CR_PRtd,hg38
chr14,-,67766139,D28 - CR_PRtd,hg38
chr1,+,77946424,D28 - CR_PRtd,hg38
chr10,-,60252954,D28 - CR_PRtd,hg38
chr16,-,17059708,D28 - CR_PRtd,hg38
chr15,-,99641826,D28 - CR_PRtd,hg38
chr17,-,8800573,D28 - CR_PRtd,hg38
chr12,-,14948319,D28 - CR_PRtd,hg38
chr20,-,3871100,D28 - CR_PRtd,hg38
chr12,+,55920947,D28 - CR_PRtd,hg38
chr11,+,9291906,D28 - CR_PRtd,hg38
chr3,+,48396896,D28 - CR_PRtd,hg38
chr10,-,35777559,D28 - CR_PRtd,hg38
chrX,+,33428597,D28 - CR_PRtd,hg38
chr19,+,16411058,D28 - CR_PRtd,hg38
chr16,-,85322754,D28 - CR_PRtd,hg38
chr2,-,195115223,D28 - CR_PRtd,hg38
chr17,-,8427745,D28 - CR_PRtd,hg38
chr11,+,59662813,D28 - CR_PRtd,hg38
chr21,+,7242809,D28 - CR_PRtd,hg38
chr7,-,64697317,D28 - CR_PRtd,hg38
chr18,+,36847700,D28 - CR_PRtd,hg38
chr15,+,79881253,D28 - CR_PRtd,hg38
chr17,+,4236252,D28 - CR_PRtd,hg38
chr5,+,87370799,D28 - CR_PRtd,hg38
chr12,+,8175748,D28 - CR_PRtd,hg38
chr9,+,127467029,D28 - CR_PRtd,hg38
chr5,-,132999708,D28 - CR_PRtd,hg38
chr8,-,93806764,D28 - CR_PRtd,hg38
chr5,-,55982963,D28 - CR_PRtd,hg38
chr21,+,46467356,D28 - CR_PRtd,hg38
chr7,-,99488694,D28 - CR_PRtd,hg38
chr4,-,145925478,D28 - CR_PRtd,hg38
chr3,-,47111510,D28 - CR_PRtd,hg38
chr2,-,11242665,D28 - CR_PRtd,hg38
chr4,-,68338491,D28 - CR_PRtd,hg38
chr5,-,1149420,D28 - CR_PRtd,hg38
chr4,-,75966447,D28 - CR_PRtd,hg38
chr7,-,41354347,D28 - CR_PRtd,hg38
chr7,+,98371793,D28 - CR_PRtd,hg38
chr17,+,62573435,D28 - CR_PRtd,hg38
chr12,-,6497901,D28 - CR_PRtd,hg38
chr5,-,31759764,D28 - CR_PRtd,hg38
chr8,+,67409762,D28 - CR_PRtd,hg38
chr9,-,94932703,D28 - CR_PRtd,hg38
chr8,+,66587751,D28 - CR_PRtd,hg38
chr14,-,71592086,D28 - CR_PRtd,hg38
chr6,+,1815599,D28 - CR_PRtd,hg38
chr14,+,106136332,D28 - CR_PRtd,hg38
chr12,+,120896931,D28 - CR_PRtd,hg38
chr6,+,157979040,D28 - CR_PRtd,hg38
chrX,+,107839606,D28 - CR_PRtd,hg38
chr5,+,140475268,D28 - CR_PRtd,hg38
chr20,-,35080800,D28 - CR_PRtd,hg38
chr2,+,178676059,D28 - CR_PRtd,hg38
chr11,+,121048322,D28 - CR_PRtd,hg38
chr16,-,14588030,D28 - CR_PRtd,hg38
chr6,-,162236577,D28 - CR_PRtd,hg38
chr17,-,7154005,D28 - CR_PRtd,hg38
chr19,+,58334559,D28 - CR_PRtd,hg38
chr17,-,7603399,D28 - CR_PRtd,hg38
chr1,-,217384355,D28 - CR_PRtd,hg38
chr13,-,102842584,D28 - CR_PRtd,hg38
chr15,-,75529993,D28 - CR_PRtd,hg38
chr11,+,32978516,D28 - CR_PRtd,hg38
chrX,-,57361486,D28 - CR_PRtd,hg38
chr3,-,48490821,D28 - CR_PRtd,hg38
chr14,+,74635674,D28 - CR_PRtd,hg38
chr2,-,105048765,D28 - CR_PRtd,hg38
chr13,-,112870598,D28 - CR_PRtd,hg38
chr3,-,139261415,D28 - CR_PRtd,hg38
chr6,-,30064858,D28 - CR_PRtd,hg38
chr9,-,99127457,D28 - CR_PRtd,hg38
chrX,-,155050225,D28 - CR_PRtd,hg38
chr7,-,140388807,D28 - CR_PRtd,hg38
chr15,-,77485893,D28 - CR_PRtd,hg38
chr19,-,48114134,D28 - CR_PRtd,hg38
chr6,-,43350093,D28 - CR_PRtd,hg38
chr2,+,216107095,D28 - CR_PRtd,hg38
chr14,+,95840778,D28 - CR_PRtd,hg38
chr7,-,135410344,D28 - CR_PRtd,hg38
chr7,-,90353425,D28 - CR_PRtd,hg38
chr9,-,76060488,D28 - CR_PRtd,hg38
chr11,+,68518601,D28 - CR_PRtd,hg38
chr4,-,86938935,D28 - CR_PRtd,hg38
chr17,+,76049554,D28 - CR_PRtd,hg38
chr18,-,45957553,D28 - CR_PRtd,hg38
chr2,-,90398657,D28 - CR_PRtd,hg38
chr18,+,34933131,D28 - CR_PRtd,hg38
chr5,-,108342291,D28 - CR_PRtd,hg38
chr9,+,37586044,D28 - CR_PRtd,hg38
chr1,+,97692511,D28 - CR_PRtd,hg38
chr5,-,75437757,D28 - CR_PRtd,hg38
chr4,+,113513825,D28 - CR_PRtd,hg38
chr14,+,39145125,D28 - CR_PRtd,hg38
chr2,-,61956981,D28 - CR_PRtd,hg38
chr12,-,111972761,D28 - CR_PRtd,hg38
chr10,+,50810686,D28 - CR_PRtd,hg38
chr5,+,33874866,D28 - CR_PRtd,hg38
chr8,+,22495135,D28 - CR_PRtd,hg38
chr3,-,47702919,D28 - CR_PRtd,hg38
chr6,+,26134426,D28 - CR_PRtd,hg38
chr3,+,106241397,D28 - CR_PRtd,hg38
chr18,+,60184257,D28 - CR_PRtd,hg38
chr22,+,24310221,D28 - CR_PRtd,hg38
chr12,+,3410742,D28 - CR_PRtd,hg38
chr6,+,30636100,D28 - CR_PRtd,hg38
chr2,+,84960596,D28 - CR_PRtd,hg38
chr11,-,64200788,D28 - CR_PRtd,hg38
chr9,-,18891849,D28 - CR_PRtd,hg38
chr9,-,127164751,D28 - CR_PRtd,hg38
chr10,+,82305199,D28 - CR_PRtd,hg38
chr16,-,30464489,D28 - CR_PRtd,hg38
chr14,-,99088017,D28 - CR_PRtd,hg38
chr3,+,100201466,D28 - CR_PRtd,hg38
chr8,-,114084901,D28 - CR_PRtd,hg38
chr4,+,2315312,D28 - CR_PRtd,hg38
chr11,+,594426,D28 - CR_PRtd,hg38
chr6,-,144517084,D28 - CR_PRtd,hg38
chr14,+,44977259,D28 - CR_PRtd,hg38
chr10,-,114570820,D28 - CR_PRtd,hg38
chr16,+,56469724,D28 - CR_PRtd,hg38
chr18,+,31863245,D28 - CR_PRtd,hg38
chr7,-,148744311,D28 - CR_PRtd,hg38
chr19,-,22848083,D28 - CR_PRtd,hg38
chr9,-,132909479,D28 - CR_PRtd,hg38
chr19,-,32618905,D28 - CR_PRtd,hg38
chr9,+,122006138,D28 - CR_PRtd,hg38
chr19,+,55098705,D28 - CR_PRtd,hg38
chr1,+,176173039,D28 - CR_PRtd,hg38
chr9,+,39067434,D28 - CR_PRtd,hg38
chr16,-,14559739,D28 - CR_PRtd,hg38
chr1,-,149193033,D28 - CR_PRtd,hg38
chr14,-,99292743,D28 - CR_PRtd,hg38
chr8,+,13937073,D28 - CR_PRtd,hg38
chr11,+,2687917,D28 - CR_PRtd,hg38
chr1,-,235535224,D28 - CR_PRtd,hg38
chr3,+,101924111,D28 - CR_PRtd,hg38
chr12,-,82401978,D28 - CR_PRtd,hg38
chrX,-,17489677,D28 - CR_PRtd,hg38
chr9,-,3482035,D28 - CR_PRtd,hg38
chr3,-,180976968,D28 - CR_PRtd,hg38
chr16,-,28717886,D28 - CR_PRtd,hg38
chr17,+,37525569,D28 - CR_PRtd,hg38
chr7,-,64934114,D28 - CR_PRtd,hg38
chr1,-,211415352,D28 - CR_PRtd,hg38
chr6,-,13673699,D28 - CR_PRtd,hg38
chr6,-,113484778,D28 - CR_PRtd,hg38
chr1,+,62278429,D28 - CR_PRtd,hg38
chr2,-,18966779,D28 - CR_PRtd,hg38
chr10,+,83368368,D28 - CR_PRtd,hg38
chr19,-,3981838,D28 - CR_PRtd,hg38
chr8,+,144225348,D28 - CR_PRtd,hg38
chr5,+,43574831,D28 - CR_PRtd,hg38
chr4,+,24683261,D28 - CR_PRtd,hg38
chr12,-,25223360,D28 - CR_PRtd,hg38
chr8,+,56164651,D28 - CR_PRtd,hg38
chr2,-,224543187,D28 - CR_PRtd,hg38
chr5,+,32775515,D28 - CR_PRtd,hg38
chr4,+,153491526,D28 - CR_PRtd,hg38
chr6,+,35591617,D28 - CR_PRtd,hg38
chr19,-,1477600,D28 - CR_PRtd,hg38
chr18,-,68862797,D28 - CR_PRtd,hg38
chr13,-,95686245,D28 - CR_PRtd,hg38
chr7,-,5757369,D28 - CR_PRtd,hg38
chr6,-,43565381,D28 - CR_PRtd,hg38
chr4,-,68346609,D28 - CR_PRtd,hg38
chr4,+,153459730,D28 - CR_PRtd,hg38
chr6,-,144512244,D28 - CR_PRtd,hg38
chr22,-,20807154,D28 - CR_PRtd,hg38
chr3,+,150674931,D28 - CR_PRtd,hg38
chr21,+,27736151,D28 - CR_PRtd,hg38
